human,rat,mouse
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,Gm16367
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,
PRAMEF26,RGD1562932,Oog1
PRAMEF26,RGD1562932,Gm2042
PRAMEF26,RGD1562932,Pramel51
PRAMEF26,RGD1562932,Pramel32
PRAMEF26,RGD1562932,Pramel17
PRAMEF26,RGD1562932,C130073F10Rik
PRAMEF26,RGD1562932,Pramel18
PRAMEF26,RGD1562932,Pramel19
PRAMEF26,RGD1562932,Gm12790
PRAMEF26,RGD1562932,Gm12789
PRAMEF26,RGD1562932,Pramel21
PRAMEF26,RGD1562932,Pramel22
PRAMEF26,RGD1562932,Pramel23
PRAMEF26,RGD1562932,Pramel24
PRAMEF26,RGD1562932,Pramel25
PRAMEF26,RGD1562932,Pramel26
PRAMEF26,RGD1562932,Pramel27
PRAMEF26,RGD1562932,Pramel11
PRAMEF26,RGD1562932,Pramel16
PRAMEF26,RGD1562932,Pramel28
PRAMEF26,RGD1562932,Pramel14
PRAMEF26,RGD1562932,Pramel4
PRAMEF26,RGD1562932,Gm13102
PRAMEF26,RGD1562932,Oog3
PRAMEF26,RGD1562932,Oog2
PRAMEF26,RGD1562932,Pramel29
PRAMEF26,RGD1562932,Pramel5
PRAMEF26,RGD1562932,Pramel30
PRAMEF26,RGD1562932,Pramel31
PRAMEF26,RGD1562932,Pramel15
PRAMEF26,RGD1562932,Pramel13
PRAMEF26,RGD1562932,Pramel1
PRAMEF26,RGD1562932,Pramel12
PRAMEF26,RGD1562932,Oog4
PRAMEF26,RGD1562932,Gm13043
PRAMEF26,RGD1562932,Gm13040
PRAMEF26,RGD1562932,Gm13057
PRAMEF26,RGD1562932,Pramel20
PRAMEF26,RGD1562932,Pramel33
PRAMEF26,RGD1562932,Pramel34
PRAMEF26,RGD1562932,Pramel35
PRAMEF26,RGD1562932,Pramel36
PRAMEF26,RGD1562932,Pramel37
PRAMEF26,RGD1562932,Gm6351
PRAMEF26,RGD1562932,Pramel38
PRAMEF26,RGD1562932,Pramel39
PRAMEF26,RGD1562932,Pramel40
PRAMEF26,RGD1562932,AA792892
PRAMEF26,RGD1562932,Pramel41
PRAMEF26,RGD1562932,Pramel41
PRAMEF26,RGD1562932,Pramel42
PRAMEF26,RGD1562932,Pramel43
PRAMEF26,RGD1562932,Pramel44
PRAMEF26,RGD1562932,Gm6205
PRAMEF26,RGD1562932,Gm3183
PRAMEF26,RGD1562932,Gm6367
PRAMEF26,RGD1562932,Pramel45
PRAMEF26,RGD1562932,Pramel45
PRAMEF26,RGD1562932,Pramel45
PRAMEF26,RGD1562932,Pramel45
PRAMEF26,RGD1562932,Gm16513
PRAMEF26,RGD1562932,Pramel46
PRAMEF26,RGD1562932,Pramel47
PRAMEF26,RGD1562932,Pramel48
PRAMEF26,RGD1562932,Gm3286
PRAMEF26,RGD1562932,Pramel49
PRAMEF26,RGD1562932,Pramel50
PRAMEF26,RGD1562932,Gm7982
PRAMEF26,RGD1562932,E330014E10Rik
PRAMEF26,RGD1562932,Pramel7
PRAMEF26,RGD1562932,Pramel6
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,Gm16367
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,
PRAMEF26,Pramef17,Oog1
PRAMEF26,Pramef17,Gm2042
PRAMEF26,Pramef17,Pramel51
PRAMEF26,Pramef17,Pramel32
PRAMEF26,Pramef17,Pramel17
PRAMEF26,Pramef17,C130073F10Rik
PRAMEF26,Pramef17,Pramel18
PRAMEF26,Pramef17,Pramel19
PRAMEF26,Pramef17,Gm12790
PRAMEF26,Pramef17,Gm12789
PRAMEF26,Pramef17,Pramel21
PRAMEF26,Pramef17,Pramel22
PRAMEF26,Pramef17,Pramel23
PRAMEF26,Pramef17,Pramel24
PRAMEF26,Pramef17,Pramel25
PRAMEF26,Pramef17,Pramel26
PRAMEF26,Pramef17,Pramel27
PRAMEF26,Pramef17,Pramel11
PRAMEF26,Pramef17,Pramel16
PRAMEF26,Pramef17,Pramel28
PRAMEF26,Pramef17,Pramel14
PRAMEF26,Pramef17,Pramel4
PRAMEF26,Pramef17,Gm13102
PRAMEF26,Pramef17,Oog3
PRAMEF26,Pramef17,Oog2
PRAMEF26,Pramef17,Pramel29
PRAMEF26,Pramef17,Pramel5
PRAMEF26,Pramef17,Pramel30
PRAMEF26,Pramef17,Pramel31
PRAMEF26,Pramef17,Pramel15
PRAMEF26,Pramef17,Pramel13
PRAMEF26,Pramef17,Pramel1
PRAMEF26,Pramef17,Pramel12
PRAMEF26,Pramef17,Oog4
PRAMEF26,Pramef17,Gm13043
PRAMEF26,Pramef17,Gm13040
PRAMEF26,Pramef17,Gm13057
PRAMEF26,Pramef17,Pramel20
PRAMEF26,Pramef17,Pramel33
PRAMEF26,Pramef17,Pramel34
PRAMEF26,Pramef17,Pramel35
PRAMEF26,Pramef17,Pramel36
PRAMEF26,Pramef17,Pramel37
PRAMEF26,Pramef17,Gm6351
PRAMEF26,Pramef17,Pramel38
PRAMEF26,Pramef17,Pramel39
PRAMEF26,Pramef17,Pramel40
PRAMEF26,Pramef17,AA792892
PRAMEF26,Pramef17,Pramel41
PRAMEF26,Pramef17,Pramel41
PRAMEF26,Pramef17,Pramel42
PRAMEF26,Pramef17,Pramel43
PRAMEF26,Pramef17,Pramel44
PRAMEF26,Pramef17,Gm6205
PRAMEF26,Pramef17,Gm3183
PRAMEF26,Pramef17,Gm6367
PRAMEF26,Pramef17,Pramel45
PRAMEF26,Pramef17,Pramel45
PRAMEF26,Pramef17,Pramel45
PRAMEF26,Pramef17,Pramel45
PRAMEF26,Pramef17,Gm16513
PRAMEF26,Pramef17,Pramel46
PRAMEF26,Pramef17,Pramel47
PRAMEF26,Pramef17,Pramel48
PRAMEF26,Pramef17,Gm3286
PRAMEF26,Pramef17,Pramel49
PRAMEF26,Pramef17,Pramel50
PRAMEF26,Pramef17,Gm7982
PRAMEF26,Pramef17,E330014E10Rik
PRAMEF26,Pramef17,Pramel7
PRAMEF26,Pramef17,Pramel6
TLR9,Tlr9,Tlr9
SURF6,Surf6,Surf6
PDZK1,Pdzk1,Pdzk1
LRRC43,Lrrc43,Lrrc43
TESK1,Tesk1,Tesk1
DEFB130B,Defb41,Defb47
NLRP4,RGD1560291,Nlrp4f
NLRP4,RGD1560291,Nlrp4a
NLRP4,RGD1560291,Nlrp4e
NLRP4,RGD1560291,Nlrp4c
NLRP4,RGD1560291,Nlrp4b
RNU4-83P,U4,Gm25995
PARP1,Parp1,Parp1
U3,U3,Gm25203
U3,U3,Gm22865
U3,U3,Snord3b-ps1
U3,U3,Gm25419
U3,U3,Gm24826
U3,U3,U3
U3,U3,U3
U3,U3,U3
U3,U3,U3
U3,U3,U3
U3,U3,Gm25203
U3,U3,Gm22865
U3,U3,Snord3b-ps1
U3,U3,Gm25419
U3,U3,Gm24826
U3,U3,U3
U3,U3,U3
U3,U3,U3
U3,U3,U3
U3,U3,U3
SLC39A1,Slc39a1,Slc39a1
DLK2,Dlk2,Dlk2
SNRNP200,Snrnp200,Snrnp200
GGN,Ggn,Ggn
MALL,Mall,Mall
CTAGE8,Mia2,Mia2
GATD1,Gatd1,Gatd1
GATD1,Gatd1,Gatd1
FABP5,Fabp5,Fabp5
FCGR2C,Fcgr2a,Fcgr2b
FCGR2C,Fcgr2a,Fcgr3
FCGR2C,Fcgr2a,Fcgr2b
FCGR2C,Fcgr2a,Fcgr3
FCGR2C,Fcgr2a,Fcgr2b
FCGR2C,Fcgr2a,Fcgr3
FCGR2C,Fcgr2a,Fcgr2b
FCGR2C,Fcgr2a,Fcgr3
MUC5B,Muc5b,Muc5b
PRKN,AC135026.1,Prkn
CSDE1,Csde1,Csde1
CSDE1,Csde1,Csde1
RWDD1,Rwdd1,Rwdd1
CDC25C,Cdc25c,Cdc25c
MCOLN3,Mcoln3,Mcoln3
KRAS,Kras,Kras
VANGL1,Vangl1,Vangl1
ATP5MK,Atp5md,Atp5md
ATP5MK,Atp5md,Atp5md
CACNA1B,Cacna1b,Cacna1b
IGFBP3,Igfbp3,Igfbp3
SLC16A12,Slc16a12,Slc16a12
COX8A,Cox8a,Cox8a
CDK12,Cdk12,Cdk12
PDGFRB,Pdgfrb,Pdgfrb
EXOSC3,Exosc3,Exosc3
XPA,Xpa,Xpa
LYPD6B,Lypd6b,Lypd6b
PSME1,Psme1,Psme1
GNG10,Gng10,Gng10
GLYATL3,Glyatl3,Glyatl3
TBL1Y,Tbl1x,Tbl1x
CDC27,Cdc27,Cdc27
ZC3H18,Zc3h18,Zc3h18
MCM9,Mcm9,Mcm9
FAM183A,Fam183a,Fam183b
CREB3L1,Creb3l1,Creb3l1
VPS13C,Vps13c,Vps13c
ADAMTS5,Adamts5,Adamts5
SRRM5,AABR07002689.1,Gm50092
CABP7,Cabp7,Cabp7
SEC61G,AABR07048013.1,G530012D18Rik
SEC61G,AABR07048013.1,Sec61g
SEC61G,AABR07048012.1,G530012D18Rik
SEC61G,AABR07048012.1,Sec61g
DPPA3,Dppa3,Dppa3
GAPDH,LOC108351137,Gm3839
GAPDH,LOC108351137,Gapdh
GAPDH,LOC108351137,Gm10358
GAPDH,LOC108351137,Gm3839
GAPDH,LOC108351137,Gapdh
GAPDH,LOC108351137,Gm10358
5_8S_rRNA,5_8S_rRNA,NA
MGAT4C,Mgat4c,Mgat4c
VPS37A,Vps37a,Vps37a
ZNF878,Zfp867,Zfp867
ZNF878,Zfp867,Zfp868
ZNF878,Zfp867,Zfp964
ZNF878,Zfp867,Zfp869
ZNF878,Zfp867,Zfp963
ZNF878,Zfp867,Zfp866
ZNF878,Zfp964,Zfp867
ZNF878,Zfp964,Zfp868
ZNF878,Zfp964,Zfp964
ZNF878,Zfp964,Zfp869
ZNF878,Zfp964,Zfp963
ZNF878,Zfp964,Zfp866
LPAR6,Lpar6,Lpar6
ELOVL5,Elovl5,Elovl5
TRAV12-1,AABR07017595.1,Trav7-1
TRAV12-1,AABR07017595.1,Trav7d-2
TRAV12-1,AABR07017595.1,Trav7d-3
TRAV12-1,AABR07017595.1,Trav7d-4
TRAV12-1,AABR07017595.1,Trav7d-5
TRAV12-1,AABR07017595.1,Trav7d-6
TRAV12-1,AABR07017595.1,Trav7n-4
TRAV12-1,AABR07017595.1,Trav7n-5
TRAV12-1,AABR07017595.1,Trav7n-6
TRAV12-1,AABR07017595.1,Trav7-2
TRAV12-1,AABR07017595.1,Trav7-3
TRAV12-1,AABR07017595.1,Trav7-4
TRAV12-1,AABR07017595.1,Trav7-5
TRAV12-1,AABR07017595.1,Trav7-6
TRAV12-1,AABR07017875.1,Trav7-1
TRAV12-1,AABR07017875.1,Trav7d-2
TRAV12-1,AABR07017875.1,Trav7d-3
TRAV12-1,AABR07017875.1,Trav7d-4
TRAV12-1,AABR07017875.1,Trav7d-5
TRAV12-1,AABR07017875.1,Trav7d-6
TRAV12-1,AABR07017875.1,Trav7n-4
TRAV12-1,AABR07017875.1,Trav7n-5
TRAV12-1,AABR07017875.1,Trav7n-6
TRAV12-1,AABR07017875.1,Trav7-2
TRAV12-1,AABR07017875.1,Trav7-3
TRAV12-1,AABR07017875.1,Trav7-4
TRAV12-1,AABR07017875.1,Trav7-5
TRAV12-1,AABR07017875.1,Trav7-6
TRAV12-1,AABR07017623.1,Trav7-1
TRAV12-1,AABR07017623.1,Trav7d-2
TRAV12-1,AABR07017623.1,Trav7d-3
TRAV12-1,AABR07017623.1,Trav7d-4
TRAV12-1,AABR07017623.1,Trav7d-5
TRAV12-1,AABR07017623.1,Trav7d-6
TRAV12-1,AABR07017623.1,Trav7n-4
TRAV12-1,AABR07017623.1,Trav7n-5
TRAV12-1,AABR07017623.1,Trav7n-6
TRAV12-1,AABR07017623.1,Trav7-2
TRAV12-1,AABR07017623.1,Trav7-3
TRAV12-1,AABR07017623.1,Trav7-4
TRAV12-1,AABR07017623.1,Trav7-5
TRAV12-1,AABR07017623.1,Trav7-6
AARS2,Aars2,Aars2
OR10J5,Olr1576,Olfr16
DNAJB13,Dnajb13,Dnajb13
CNIH1,Cnih1,Cnih1
SAC3D1,Sac3d1,Sac3d1
ADGRG1,Adgrg1,Adgrg1
CSF2RA,Csf2ra,Csf2ra
RNASEH2B,Rnaseh2b,Rnaseh2b
C1orf87,RGD1560146,Gm12695
TAS2R46,Tas2r120,Tas2r120
TAS2R46,Tas2r120,Tas2r136
NAGK,Nagk,Nagk
RNU2-7P,U2,Gm22850
FAM83F,Fam83f,Fam83f
ACSBG2,Acsbg2,Acsbg2
LMAN2L,Lman2l,Lman2l
ACP5,Acp5,Acp5
NOL9,Nol9,Nol9
KHDC1,AABR07067042.3,Khdc1a
KHDC1,AABR07067042.3,Khdc1c
KHDC1,AABR07067042.3,Khdc1b
TLE2,Tle2,Tle2
PGAP4,Pgap4,Pgap4
TAS2R30,Tas2r120,Tas2r120
TAS2R30,Tas2r120,Tas2r136
OR7A5,Olr1077,Olfr19
OR7A5,Olr1077,Olfr1354
OR7A5,Olr1077,Olfr8
OR7A5,Olr1077,Olfr1352
TMEM104,Tmem104,Tmem104
TMCO3,Tmco3,Tmco3
GLIPR1L1,Glipr1l1,Glipr1l1
GLIPR1L1,Glipr1l1,Glipr1l3
USP40,LOC100911860,Usp40
PTDSS2,Ptdss2,Ptdss2
RNF2,Rnf2,Rnf2
RNU4-84P,U4,Gm25995
MYBPC1,Mybpc1,Mybpc1
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,Gm16367
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,Oog1
PRAMEF20,RGD1562932,Gm2042
PRAMEF20,RGD1562932,Pramel51
PRAMEF20,RGD1562932,Pramel32
PRAMEF20,RGD1562932,Pramel17
PRAMEF20,RGD1562932,C130073F10Rik
PRAMEF20,RGD1562932,Pramel18
PRAMEF20,RGD1562932,Pramel19
PRAMEF20,RGD1562932,Gm12790
PRAMEF20,RGD1562932,Gm12789
PRAMEF20,RGD1562932,Pramel21
PRAMEF20,RGD1562932,Pramel22
PRAMEF20,RGD1562932,Pramel23
PRAMEF20,RGD1562932,Pramel24
PRAMEF20,RGD1562932,Pramel25
PRAMEF20,RGD1562932,Pramel26
PRAMEF20,RGD1562932,Pramel27
PRAMEF20,RGD1562932,Pramel11
PRAMEF20,RGD1562932,Pramel16
PRAMEF20,RGD1562932,Pramel28
PRAMEF20,RGD1562932,Pramel14
PRAMEF20,RGD1562932,Pramel4
PRAMEF20,RGD1562932,Gm13102
PRAMEF20,RGD1562932,Oog3
PRAMEF20,RGD1562932,Oog2
PRAMEF20,RGD1562932,Pramel29
PRAMEF20,RGD1562932,Pramel5
PRAMEF20,RGD1562932,Pramel30
PRAMEF20,RGD1562932,Pramel31
PRAMEF20,RGD1562932,Pramel15
PRAMEF20,RGD1562932,Pramel13
PRAMEF20,RGD1562932,Pramel1
PRAMEF20,RGD1562932,Pramel12
PRAMEF20,RGD1562932,Oog4
PRAMEF20,RGD1562932,Gm13043
PRAMEF20,RGD1562932,Gm13040
PRAMEF20,RGD1562932,Gm13057
PRAMEF20,RGD1562932,Pramel20
PRAMEF20,RGD1562932,Pramel33
PRAMEF20,RGD1562932,Pramel34
PRAMEF20,RGD1562932,Pramel35
PRAMEF20,RGD1562932,Pramel36
PRAMEF20,RGD1562932,Pramel37
PRAMEF20,RGD1562932,Gm6351
PRAMEF20,RGD1562932,Pramel38
PRAMEF20,RGD1562932,Pramel39
PRAMEF20,RGD1562932,Pramel40
PRAMEF20,RGD1562932,AA792892
PRAMEF20,RGD1562932,Pramel41
PRAMEF20,RGD1562932,Pramel41
PRAMEF20,RGD1562932,Pramel42
PRAMEF20,RGD1562932,Pramel43
PRAMEF20,RGD1562932,Pramel44
PRAMEF20,RGD1562932,Gm6205
PRAMEF20,RGD1562932,Gm3183
PRAMEF20,RGD1562932,Gm6367
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Gm16513
PRAMEF20,RGD1562932,Pramel46
PRAMEF20,RGD1562932,Pramel47
PRAMEF20,RGD1562932,Pramel48
PRAMEF20,RGD1562932,Gm3286
PRAMEF20,RGD1562932,Pramel49
PRAMEF20,RGD1562932,Pramel50
PRAMEF20,RGD1562932,Gm7982
PRAMEF20,RGD1562932,E330014E10Rik
PRAMEF20,RGD1562932,Pramel7
PRAMEF20,RGD1562932,Pramel6
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,Gm16367
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,Oog1
PRAMEF20,RGD1562932,Gm2042
PRAMEF20,RGD1562932,Pramel51
PRAMEF20,RGD1562932,Pramel32
PRAMEF20,RGD1562932,Pramel17
PRAMEF20,RGD1562932,C130073F10Rik
PRAMEF20,RGD1562932,Pramel18
PRAMEF20,RGD1562932,Pramel19
PRAMEF20,RGD1562932,Gm12790
PRAMEF20,RGD1562932,Gm12789
PRAMEF20,RGD1562932,Pramel21
PRAMEF20,RGD1562932,Pramel22
PRAMEF20,RGD1562932,Pramel23
PRAMEF20,RGD1562932,Pramel24
PRAMEF20,RGD1562932,Pramel25
PRAMEF20,RGD1562932,Pramel26
PRAMEF20,RGD1562932,Pramel27
PRAMEF20,RGD1562932,Pramel11
PRAMEF20,RGD1562932,Pramel16
PRAMEF20,RGD1562932,Pramel28
PRAMEF20,RGD1562932,Pramel14
PRAMEF20,RGD1562932,Pramel4
PRAMEF20,RGD1562932,Gm13102
PRAMEF20,RGD1562932,Oog3
PRAMEF20,RGD1562932,Oog2
PRAMEF20,RGD1562932,Pramel29
PRAMEF20,RGD1562932,Pramel5
PRAMEF20,RGD1562932,Pramel30
PRAMEF20,RGD1562932,Pramel31
PRAMEF20,RGD1562932,Pramel15
PRAMEF20,RGD1562932,Pramel13
PRAMEF20,RGD1562932,Pramel1
PRAMEF20,RGD1562932,Pramel12
PRAMEF20,RGD1562932,Oog4
PRAMEF20,RGD1562932,Gm13043
PRAMEF20,RGD1562932,Gm13040
PRAMEF20,RGD1562932,Gm13057
PRAMEF20,RGD1562932,Pramel20
PRAMEF20,RGD1562932,Pramel33
PRAMEF20,RGD1562932,Pramel34
PRAMEF20,RGD1562932,Pramel35
PRAMEF20,RGD1562932,Pramel36
PRAMEF20,RGD1562932,Pramel37
PRAMEF20,RGD1562932,Gm6351
PRAMEF20,RGD1562932,Pramel38
PRAMEF20,RGD1562932,Pramel39
PRAMEF20,RGD1562932,Pramel40
PRAMEF20,RGD1562932,AA792892
PRAMEF20,RGD1562932,Pramel41
PRAMEF20,RGD1562932,Pramel41
PRAMEF20,RGD1562932,Pramel42
PRAMEF20,RGD1562932,Pramel43
PRAMEF20,RGD1562932,Pramel44
PRAMEF20,RGD1562932,Gm6205
PRAMEF20,RGD1562932,Gm3183
PRAMEF20,RGD1562932,Gm6367
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Gm16513
PRAMEF20,RGD1562932,Pramel46
PRAMEF20,RGD1562932,Pramel47
PRAMEF20,RGD1562932,Pramel48
PRAMEF20,RGD1562932,Gm3286
PRAMEF20,RGD1562932,Pramel49
PRAMEF20,RGD1562932,Pramel50
PRAMEF20,RGD1562932,Gm7982
PRAMEF20,RGD1562932,E330014E10Rik
PRAMEF20,RGD1562932,Pramel7
PRAMEF20,RGD1562932,Pramel6
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,Gm16367
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,
PRAMEF20,RGD1562932,Oog1
PRAMEF20,RGD1562932,Gm2042
PRAMEF20,RGD1562932,Pramel51
PRAMEF20,RGD1562932,Pramel32
PRAMEF20,RGD1562932,Pramel17
PRAMEF20,RGD1562932,C130073F10Rik
PRAMEF20,RGD1562932,Pramel18
PRAMEF20,RGD1562932,Pramel19
PRAMEF20,RGD1562932,Gm12790
PRAMEF20,RGD1562932,Gm12789
PRAMEF20,RGD1562932,Pramel21
PRAMEF20,RGD1562932,Pramel22
PRAMEF20,RGD1562932,Pramel23
PRAMEF20,RGD1562932,Pramel24
PRAMEF20,RGD1562932,Pramel25
PRAMEF20,RGD1562932,Pramel26
PRAMEF20,RGD1562932,Pramel27
PRAMEF20,RGD1562932,Pramel11
PRAMEF20,RGD1562932,Pramel16
PRAMEF20,RGD1562932,Pramel28
PRAMEF20,RGD1562932,Pramel14
PRAMEF20,RGD1562932,Pramel4
PRAMEF20,RGD1562932,Gm13102
PRAMEF20,RGD1562932,Oog3
PRAMEF20,RGD1562932,Oog2
PRAMEF20,RGD1562932,Pramel29
PRAMEF20,RGD1562932,Pramel5
PRAMEF20,RGD1562932,Pramel30
PRAMEF20,RGD1562932,Pramel31
PRAMEF20,RGD1562932,Pramel15
PRAMEF20,RGD1562932,Pramel13
PRAMEF20,RGD1562932,Pramel1
PRAMEF20,RGD1562932,Pramel12
PRAMEF20,RGD1562932,Oog4
PRAMEF20,RGD1562932,Gm13043
PRAMEF20,RGD1562932,Gm13040
PRAMEF20,RGD1562932,Gm13057
PRAMEF20,RGD1562932,Pramel20
PRAMEF20,RGD1562932,Pramel33
PRAMEF20,RGD1562932,Pramel34
PRAMEF20,RGD1562932,Pramel35
PRAMEF20,RGD1562932,Pramel36
PRAMEF20,RGD1562932,Pramel37
PRAMEF20,RGD1562932,Gm6351
PRAMEF20,RGD1562932,Pramel38
PRAMEF20,RGD1562932,Pramel39
PRAMEF20,RGD1562932,Pramel40
PRAMEF20,RGD1562932,AA792892
PRAMEF20,RGD1562932,Pramel41
PRAMEF20,RGD1562932,Pramel41
PRAMEF20,RGD1562932,Pramel42
PRAMEF20,RGD1562932,Pramel43
PRAMEF20,RGD1562932,Pramel44
PRAMEF20,RGD1562932,Gm6205
PRAMEF20,RGD1562932,Gm3183
PRAMEF20,RGD1562932,Gm6367
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Pramel45
PRAMEF20,RGD1562932,Gm16513
PRAMEF20,RGD1562932,Pramel46
PRAMEF20,RGD1562932,Pramel47
PRAMEF20,RGD1562932,Pramel48
PRAMEF20,RGD1562932,Gm3286
PRAMEF20,RGD1562932,Pramel49
PRAMEF20,RGD1562932,Pramel50
PRAMEF20,RGD1562932,Gm7982
PRAMEF20,RGD1562932,E330014E10Rik
PRAMEF20,RGD1562932,Pramel7
PRAMEF20,RGD1562932,Pramel6
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,Gm16367
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,
PRAMEF20,Pramef17,Oog1
PRAMEF20,Pramef17,Gm2042
PRAMEF20,Pramef17,Pramel51
PRAMEF20,Pramef17,Pramel32
PRAMEF20,Pramef17,Pramel17
PRAMEF20,Pramef17,C130073F10Rik
PRAMEF20,Pramef17,Pramel18
PRAMEF20,Pramef17,Pramel19
PRAMEF20,Pramef17,Gm12790
PRAMEF20,Pramef17,Gm12789
PRAMEF20,Pramef17,Pramel21
PRAMEF20,Pramef17,Pramel22
